item_id,model_name,n_runs,llm_flip_rate,llm_output_entropy,human_entropy,human_disagreement_var,disagreement_tier,dataset
mhs-11343,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.0,0.0,low,mhs
mhs-7717,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.0,0.0,low,mhs
mhs-39456,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.0,0.0,low,mhs
mhs-5261,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.0,0.0,low,mhs
mhs-22919,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.0,0.0,low,mhs
mhs-41169,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.0,0.0,low,mhs
mhs-40740,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.0,0.0,low,mhs
mhs-6811,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.0,0.0,low,mhs
mhs-17544,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.0,0.0,low,mhs
mhs-13042,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.0,0.0,low,mhs
mhs-45028,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.0,0.0,low,mhs
mhs-36391,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.0,0.0,low,mhs
mhs-16271,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.0,0.0,low,mhs
mhs-45423,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.0,0.0,low,mhs
mhs-9348,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.0,0.0,low,mhs
mhs-46234,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.0,0.0,low,mhs
mhs-10165,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.0,0.0,low,mhs
mhs-14382,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.0,0.0,low,mhs
mhs-47733,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.0,0.0,low,mhs
mhs-12990,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.0,0.0,low,mhs
mhs-32744,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.0,0.0,low,mhs
mhs-22396,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.0,0.0,low,mhs
mhs-22168,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.0,0.0,low,mhs
mhs-22705,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.0,0.0,low,mhs
mhs-23747,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.0,0.0,low,mhs
mhs-40086,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.0,0.0,low,mhs
mhs-3676,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.0,0.0,low,mhs
mhs-23206,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.0,0.0,low,mhs
mhs-16156,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.0,0.0,low,mhs
mhs-19478,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.0,0.0,low,mhs
mhs-29285,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.0,0.0,low,mhs
mhs-22449,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.0,0.0,low,mhs
mhs-599,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.0,0.0,low,mhs
mhs-7950,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.0,0.0,low,mhs
mhs-37531,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.0,0.0,low,mhs
mhs-44276,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.0,0.0,low,mhs
mhs-49892,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.0,0.0,low,mhs
mhs-20929,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.0,0.0,low,mhs
mhs-714,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.0,0.0,low,mhs
mhs-6510,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.0,0.0,low,mhs
mhs-48768,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.0,0.0,low,mhs
mhs-15084,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.0,0.0,low,mhs
mhs-4436,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.0,0.0,low,mhs
mhs-20027,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.5694060040068407,0.23331304524244267,medium,mhs
mhs-44911,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.7219280948873623,0.4,medium,mhs
mhs-22834,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.7219280948873623,0.4,medium,mhs
mhs-37785,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.7219280948873623,0.4,medium,mhs
mhs-48215,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.7219280948873623,0.4,medium,mhs
mhs-20022,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.1494377948736296,0.04200899282866496,medium,mhs
mhs-20005,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.7212564460523054,0.3201342281879195,medium,mhs
mhs-49815,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.7219280948873623,0.4,medium,mhs
mhs-13487,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.7219280948873623,0.4,medium,mhs
mhs-32074,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.7219280948873623,0.4,medium,mhs
mhs-20035,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.40007730712271167,0.14656247299482736,medium,mhs
mhs-49021,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.7219280948873623,0.4,medium,mhs
mhs-14327,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.7219280948873623,0.4,medium,mhs
mhs-8223,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.7219280948873623,0.4,medium,mhs
mhs-42558,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.7219280948873623,0.4,medium,mhs
mhs-47793,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.7219280948873623,0.4,medium,mhs
mhs-20046,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.23987382528036544,0.07603110679072352,medium,mhs
mhs-20062,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.061927388911559245,0.014408615721166992,medium,mhs
mhs-48002,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.7219280948873623,0.4,medium,mhs
mhs-20016,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.43754563368045474,0.16454113528382094,medium,mhs
mhs-46079,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.7219280948873623,0.4,medium,mhs
mhs-4474,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.7219280948873623,0.4,medium,mhs
mhs-20042,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.303730152779897,0.1027451618811176,medium,mhs
mhs-13827,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.7219280948873623,0.4,medium,mhs
mhs-20032,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.7587981080917867,0.34327823257014234,medium,mhs
mhs-20036,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.7642045065086203,0.34710743801652894,medium,mhs
mhs-15175,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.7219280948873623,0.4,medium,mhs
mhs-32543,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.7219280948873623,0.4,medium,mhs
mhs-20030,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.3571646347421422,0.1264971473910908,medium,mhs
mhs-20059,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.07876627606249546,0.019229217653228627,medium,mhs
mhs-24071,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.7219280948873623,0.4,medium,mhs
mhs-20057,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.7110413806893572,0.3138908040316491,medium,mhs
mhs-20019,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.33031033013873307,0.1142199090091626,medium,mhs
mhs-24310,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.7219280948873623,0.4,medium,mhs
mhs-20008,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.17594568355623735,0.05145649822284037,medium,mhs
mhs-32839,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.7219280948873623,0.4,medium,mhs
mhs-20053,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.3170761247716436,0.10837266087403526,medium,mhs
mhs-13749,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.7219280948873623,0.4,medium,mhs
mhs-20006,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.5216467243879628,0.20740898976412994,medium,mhs
mhs-20049,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.21133426739653244,0.06473192599686334,medium,mhs
mhs-20003,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.0739925896594081,0.01783315898373434,medium,mhs
mhs-20009,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.7349966815022695,0.3282899366643209,medium,mhs
mhs-21592,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.7219280948873623,0.4,medium,mhs
mhs-4284,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.7219280948873623,0.4,medium,mhs
mhs-20024,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.4070207264446289,0.149719946656506,medium,mhs
mhs-20007,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.22568752062725506,0.07029803103568155,medium,mhs
mhs-18553,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.7219280948873623,0.4,medium,mhs
mhs-43148,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.7219280948873623,0.4,medium,mhs
mhs-12284,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.7219280948873623,0.4,medium,mhs
mhs-23353,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.7219280948873623,0.4,medium,mhs
mhs-2290,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.7219280948873623,0.4,medium,mhs
mhs-20013,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.758495090049299,0.3426352045615711,medium,mhs
mhs-47922,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.7219280948873623,0.4,medium,mhs
mhs-20055,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.07684655202541096,0.018665248411699156,medium,mhs
mhs-20037,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.5724646091865648,0.2349531116794544,medium,mhs
mhs-42085,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.7219280948873623,0.4,medium,mhs
mhs-20054,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.48696634054428317,0.1894876233697264,medium,mhs
mhs-20031,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.11397020802905515,0.03014488238043309,medium,mhs
mhs-20052,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.2962618306322526,0.09934074285171464,medium,mhs
mhs-20004,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.6926637839337275,0.30299808861112904,medium,mhs
mhs-35489,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.7219280948873623,0.4,medium,mhs
mhs-20060,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.17961652121588786,0.05279319829957489,medium,mhs
mhs-12186,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.7219280948873623,0.4,medium,mhs
mhs-20058,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.4021791902022728,0.1474681238615665,medium,mhs
mhs-20068,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.7807072744360742,0.35632485697152394,medium,mhs
mhs-6634,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.7219280948873623,0.4,medium,mhs
mhs-13522,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-39892,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-4144,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-30830,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-19711,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,1.0,0.6666666666666666,high,mhs
mhs-41215,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,1.0,0.6666666666666666,high,mhs
mhs-35629,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-15150,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-47683,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-25478,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-31670,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,1.0,0.6666666666666666,high,mhs
mhs-27431,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-13154,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-7310,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-29107,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-41534,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-32636,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-2655,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-24670,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-22493,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-39592,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-30230,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-13230,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-44590,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-6504,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-10160,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-45343,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-47704,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-2036,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-5460,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-25499,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-30570,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-31484,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-5386,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-26821,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-14027,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-40706,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-19910,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-23211,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-21393,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-10762,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-38735,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-41437,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-6511,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,1.0,0.6666666666666666,high,mhs
mhs-8274,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-21762,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-4583,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-27212,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-16999,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,1.0,0.6666666666666666,high,mhs
mhs-41876,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-34503,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-37584,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,1.0,0.6666666666666666,high,mhs
mhs-27631,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-21718,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-15139,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,1.0,0.6666666666666666,high,mhs
mhs-804,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-6660,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-44406,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-42999,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-11065,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-38859,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-23082,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-16600,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-43987,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-41913,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-44820,Hate-speech-CNERG/bert-base-uncased-hatexplain,1,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
