item_id,model_name,n_runs,llm_flip_rate,llm_output_entropy,human_entropy,human_disagreement_var,disagreement_tier,dataset
mhs-20057,llama-3.1-8b-instant,5,0.0,0.0,0.7110413806893572,0.3138908040316491,medium,mhs
mhs-20019,llama-3.1-8b-instant,5,0.0,0.0,0.33031033013873307,0.1142199090091626,medium,mhs
mhs-24310,llama-3.1-8b-instant,5,0.0,0.0,0.7219280948873623,0.4,medium,mhs
mhs-20008,llama-3.1-8b-instant,5,0.0,0.0,0.17594568355623735,0.05145649822284037,medium,mhs
mhs-32839,llama-3.1-8b-instant,5,0.4,0.971,0.7219280948873623,0.4,medium,mhs
mhs-20053,llama-3.1-8b-instant,5,0.4,0.971,0.3170761247716436,0.10837266087403526,medium,mhs
mhs-13749,llama-3.1-8b-instant,5,0.0,0.0,0.7219280948873623,0.4,medium,mhs
mhs-20006,llama-3.1-8b-instant,5,0.0,0.0,0.5216467243879628,0.20740898976412994,medium,mhs
mhs-20049,llama-3.1-8b-instant,5,0.0,0.0,0.21133426739653244,0.06473192599686334,medium,mhs
mhs-20003,llama-3.1-8b-instant,5,0.0,0.0,0.0739925896594081,0.01783315898373434,medium,mhs
mhs-20009,llama-3.1-8b-instant,5,0.0,0.0,0.7349966815022695,0.3282899366643209,medium,mhs
mhs-21592,llama-3.1-8b-instant,5,0.0,0.0,0.7219280948873623,0.4,medium,mhs
mhs-4284,llama-3.1-8b-instant,5,0.0,0.0,0.7219280948873623,0.4,medium,mhs
mhs-20024,llama-3.1-8b-instant,5,0.4,0.971,0.4070207264446289,0.149719946656506,medium,mhs
mhs-20007,llama-3.1-8b-instant,5,0.0,0.0,0.22568752062725506,0.07029803103568155,medium,mhs
mhs-18553,llama-3.1-8b-instant,5,0.0,0.0,0.7219280948873623,0.4,medium,mhs
mhs-43148,llama-3.1-8b-instant,5,0.0,0.0,0.7219280948873623,0.4,medium,mhs
mhs-12284,llama-3.1-8b-instant,5,0.0,0.0,0.7219280948873623,0.4,medium,mhs
mhs-23353,llama-3.1-8b-instant,5,0.4,0.971,0.7219280948873623,0.4,medium,mhs
mhs-2290,llama-3.1-8b-instant,5,0.0,0.0,0.7219280948873623,0.4,medium,mhs
mhs-20013,llama-3.1-8b-instant,5,0.0,0.0,0.758495090049299,0.3426352045615711,medium,mhs
mhs-47922,llama-3.1-8b-instant,5,0.0,0.0,0.7219280948873623,0.4,medium,mhs
mhs-20055,llama-3.1-8b-instant,5,0.0,0.0,0.07684655202541096,0.018665248411699156,medium,mhs
mhs-20037,llama-3.1-8b-instant,5,0.4,0.971,0.5724646091865648,0.2349531116794544,medium,mhs
mhs-42085,llama-3.1-8b-instant,5,0.0,0.0,0.7219280948873623,0.4,medium,mhs
mhs-20054,llama-3.1-8b-instant,5,0.0,0.0,0.48696634054428317,0.1894876233697264,medium,mhs
mhs-20031,llama-3.1-8b-instant,5,0.0,0.0,0.11397020802905515,0.03014488238043309,medium,mhs
mhs-20052,llama-3.1-8b-instant,5,0.0,0.0,0.2962618306322526,0.09934074285171464,medium,mhs
mhs-20004,llama-3.1-8b-instant,5,0.0,0.0,0.6926637839337275,0.30299808861112904,medium,mhs
mhs-35489,llama-3.1-8b-instant,5,0.0,0.0,0.7219280948873623,0.4,medium,mhs
mhs-20060,llama-3.1-8b-instant,5,0.0,0.0,0.17961652121588786,0.05279319829957489,medium,mhs
mhs-12186,llama-3.1-8b-instant,5,0.0,0.0,0.7219280948873623,0.4,medium,mhs
mhs-20058,llama-3.1-8b-instant,5,0.0,0.0,0.4021791902022728,0.1474681238615665,medium,mhs
mhs-20068,llama-3.1-8b-instant,5,0.0,0.0,0.7807072744360742,0.35632485697152394,medium,mhs
mhs-6634,llama-3.1-8b-instant,5,0.0,0.0,0.7219280948873623,0.4,medium,mhs
mhs-13522,llama-3.1-8b-instant,5,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-39892,llama-3.1-8b-instant,5,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-4144,llama-3.1-8b-instant,5,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-30830,llama-3.1-8b-instant,5,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-19711,llama-3.1-8b-instant,5,0.0,0.0,1.0,0.6666666666666666,high,mhs
mhs-41215,llama-3.1-8b-instant,5,0.0,0.0,1.0,0.6666666666666666,high,mhs
mhs-35629,llama-3.1-8b-instant,5,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-15150,llama-3.1-8b-instant,5,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-47683,llama-3.1-8b-instant,5,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-25478,llama-3.1-8b-instant,5,0.4,0.971,0.8112781244591328,0.5,high,mhs
mhs-31670,llama-3.1-8b-instant,5,0.0,0.0,1.0,0.6666666666666666,high,mhs
mhs-27431,llama-3.1-8b-instant,5,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-13154,llama-3.1-8b-instant,5,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-7310,llama-3.1-8b-instant,5,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-29107,llama-3.1-8b-instant,3,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-41534,llama-3.1-8b-instant,3,0.3333,0.9183,0.8112781244591328,0.5,high,mhs
mhs-32636,llama-3.1-8b-instant,5,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-2655,llama-3.1-8b-instant,2,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-24670,llama-3.1-8b-instant,4,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-22493,llama-3.1-8b-instant,5,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-39592,llama-3.1-8b-instant,5,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-30230,llama-3.1-8b-instant,5,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-13230,llama-3.1-8b-instant,5,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-44590,llama-3.1-8b-instant,5,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-6504,llama-3.1-8b-instant,5,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-10160,llama-3.1-8b-instant,5,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-45343,llama-3.1-8b-instant,5,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-47704,llama-3.1-8b-instant,5,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-2036,llama-3.1-8b-instant,5,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-5460,llama-3.1-8b-instant,5,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-25499,llama-3.1-8b-instant,5,0.4,0.971,0.9182958340544896,0.6666666666666666,high,mhs
mhs-30570,llama-3.1-8b-instant,5,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-31484,llama-3.1-8b-instant,5,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-5386,llama-3.1-8b-instant,5,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-26821,llama-3.1-8b-instant,5,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-14027,llama-3.1-8b-instant,5,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-40706,llama-3.1-8b-instant,5,0.4,0.971,0.9182958340544896,0.6666666666666666,high,mhs
mhs-19910,llama-3.1-8b-instant,5,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-23211,llama-3.1-8b-instant,5,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-21393,llama-3.1-8b-instant,5,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-10762,llama-3.1-8b-instant,5,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-38735,llama-3.1-8b-instant,5,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-41437,llama-3.1-8b-instant,5,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-6511,llama-3.1-8b-instant,5,0.0,0.0,1.0,0.6666666666666666,high,mhs
mhs-8274,llama-3.1-8b-instant,5,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-21762,llama-3.1-8b-instant,5,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-4583,llama-3.1-8b-instant,5,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-27212,llama-3.1-8b-instant,5,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-16999,llama-3.1-8b-instant,5,0.0,0.0,1.0,0.6666666666666666,high,mhs
mhs-41876,llama-3.1-8b-instant,5,0.4,0.971,0.9182958340544896,0.6666666666666666,high,mhs
mhs-34503,llama-3.1-8b-instant,5,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-37584,llama-3.1-8b-instant,5,0.0,0.0,1.0,0.6666666666666666,high,mhs
mhs-27631,llama-3.1-8b-instant,5,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-21718,llama-3.1-8b-instant,5,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-15139,llama-3.1-8b-instant,5,0.0,0.0,1.0,0.6666666666666666,high,mhs
mhs-804,llama-3.1-8b-instant,5,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-6660,llama-3.1-8b-instant,5,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-44406,llama-3.1-8b-instant,5,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-42999,llama-3.1-8b-instant,5,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-11065,llama-3.1-8b-instant,5,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-38859,llama-3.1-8b-instant,5,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-23082,llama-3.1-8b-instant,5,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-16600,llama-3.1-8b-instant,5,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-43987,llama-3.1-8b-instant,5,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-41913,llama-3.1-8b-instant,5,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-44820,llama-3.1-8b-instant,5,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
